global_trial,setting_trial,width,offset,ext_offset,repeat,status,model_match,randomness_word_hex,randomness_bytes_hex,input_packet_hex,input_w0,input_w1,input_w2,input_w3,expected_hw_output,expected_sw_output,glitched_output,expected_fault_model_output,fault_byte_count,fault_byte_positions_0_indexed,xor_diffs_hex,expected_z0,expected_z1,glitched_z0,glitched_z1,model_fault_z0,model_fault_z1
1,1,-12,12,64,1,normal,normal_no_fault,0xfd2e9629,29962efd,140fbeaf399159ce9cdcfd688f42aee0,0xafbe0f14,0xce599139,0x68fddc9c,0xe0ae428f,2096263d2108653d,2096263d2108653d,2096263d2108653d,2096263d3d9a92d5,0,,,0x3d269620,0x3d650821,0x3d269620,0x3d650821,0x3d269620,0xd5929a3d
2,2,-12,12,64,1,normal,normal_no_fault,0xcf774542,424577cf,72fc403a144a2fe231b552f4ca60c710,0x3a40fc72,0xe22f4a14,0xf452b531,0x10c760ca,420570cf2091750f,420570cf2091750f,420570cf2091750f,420570cf72f137ff,0,,,0xcf700542,0x0f759120,0xcf700542,0x0f759120,0xcf700542,0xff37f172
3,3,-12,12,64,1,normal,normal_no_fault,0x17544c16,164c5417,38b8f9ed5e6d5b072145906f16c9f9a3,0xedf9b838,0x075b6d5e,0x6f904521,0xa3f9c916,00050d1426812ddc,00050d1426812ddc,00050d1426812ddc,00050d14364cc47a,0,,,0x140d0500,0xdc2d8126,0x140d0500,0xdc2d8126,0x140d0500,0x7ac44c36
4,4,-12,12,64,1,normal,normal_no_fault,0x583811cc,cc113858,81cd785db0f1a71e0809135baee11492,0x5d78cd81,0x1ea7f1b0,0x5b130908,0x9214e1ae,6cf03c4a4cd83b0b,6cf03c4a4cd83b0b,6cf03c4a4cd83b0b,6cf03c4acc182801,0,,,0x4a3cf06c,0x0b3bd84c,0x4a3cf06c,0x0b3bd84c,0x4a3cf06c,0x012818cc
5,5,-12,12,64,1,normal,normal_no_fault,0xa79ffcbe,befc9fa7,c9595b05ed35ab635347288cfcda0c35,0x055b59c9,0x63ab35ed,0x8c284753,0x350cdafc,52ec978676e0b7a6,52ec978676e0b7a6,52ec978676e0b7a6,52ec9786ffbd97a3,0,,,0x8697ec52,0xa6b7e076,0x8697ec52,0xa6b7e076,0x8697ec52,0xa397bdff
6,6,-12,12,64,1,normal,normal_no_fault,0x6fea0c1a,1a0cea6f,3dbedf0992f16aef19825de75ec229ee,0x09dfbe3d,0xef6af192,0xe75d8219,0xee29c25e,08ccc2810f8cf681,08ccc2810f8cf681,08ccc2810f8cf681,08ccc281038eb76e,0,,,0x81c2cc08,0x81f68c0f,0x81c2cc08,0x81f68c0f,0x81c2cc08,0x6eb78e03
7,7,-12,12,64,1,normal,normal_no_fault,0x536a3f7f,7f3f6a53,5aad4da9612f361f089d949af5a5bde9,0xa94dad5a,0x1f362f61,0x9a949d08,0xe9bda5f5,1e1a5e5a271a7768,1e1a5e5a271a7768,1e1a5e5a271a7768,1e1a5e5a77b26edb,0,,,0x5a5e1a1e,0x68771a27,0x5a5e1a1e,0x68771a27,0x5a5e1a1e,0xdb6eb277
8,8,-12,12,64,1,normal,normal_no_fault,0xe37f05d9,d9057fe3,3851afbeec3313731ea1aec0cb610d4c,0xbeaf5138,0x731333ec,0xc0aea11e,0x4c0d61cb,11247ea3c564de2f,11247ea3c564de2f,11247ea3c564de2f,11247ea3c104d163,0,,,0xa37e2411,0x2fde64c5,0xa37e2411,0x2fde64c5,0xa37e2411,0x63d104c1
9,9,-12,12,64,1,normal,normal_no_fault,0x6e916cf3,f36c916e,94ec6fb510d60976de54d37d6d410ee5,0xb56fec94,0x7609d610,0x7dd354de,0xe50e416d,f32c990a733cdd8a,f32c990a733cdd8a,f32c990a733cdd8a,f32c990a6728d25b,0,,,0x0a992cf3,0x8add3c73,0x0a992cf3,0x8add3c73,0x0a992cf3,0x5bd22867
10,10,-12,12,64,1,normal,normal_no_fault,0x555b1009,09105b55,59db6518addb24dba8f282ed9da0f8da,0x1865db59,0xdb24dbad,0xed82f2a8,0xdaf8a09d,84907b8fb0903b8c,84907b8fb0903b8c,84907b8fb0903b8c,84907b8f01c25b5d,0,,,0x8f7b9084,0x8c3b90b0,0x8f7b9084,0x8c3b90b0,0x8f7b9084,0x5d5bc201
11,11,-12,12,64,1,normal,normal_no_fault,0x0e644776,7647640e,5b19611230994733d731928f69dfb43c,0x1261195b,0x33479930,0x8f9231d7,0x3cb4df69,56de603e7c5e461f,56de603e7c5e461f,56de603e7c5e461f,56de603e2556640c,0,,,0x3e60de56,0x1f465e7c,0x3e60de56,0x1f465e7c,0x3e60de56,0x0c645625
12,12,-12,12,64,1,normal,normal_no_fault,0xec509882,829850ec,284fcead48d70613ba1d54337eea3530,0xadce4f28,0x1306d748,0x33541dba,0x3035ea7e,ca5a54fc8aca14fe,ca5a54fc8aca14fe,ca5a54fc8aca14fe,ca5a54fcaa9514cd,0,,,0xfc545aca,0xfe14ca8a,0xfc545aca,0xfe14ca8a,0xfc545aca,0xcd1495aa
13,13,-12,12,64,1,normal,normal_no_fault,0x8da94eee,ee4ea98d,b4ee74d9f20c901b0dfbf336cdc5bedf,0xd974eeb4,0x1b900cf2,0x36f3fb0d,0xdfbec5cd,2e4a39966e687d56,2e4a39966e687d56,2e4a39966e687d56,2e4a3996eaa4d99d,0,,,0x96394a2e,0x567d686e,0x96394a2e,0x567d686e,0x96394a2e,0x9dd9a4ea
14,14,-12,12,64,1,normal,normal_no_fault,0x0dc4c7d2,d2c7c40d,f88bcf0b239755291d7756b9ce63ecc8,0x0bcf8bf8,0x29559723,0xb956771d,0xc8ec63ce,d0c4800503d01a25,d0c4800503d01a25,d0c4800503d01a25,d0c48005cac48204,0,,,0x0580c4d0,0x251ad003,0x0580c4d0,0x251ad003,0x0580c4d0,0x0482c4ca
15,15,-12,12,64,1,normal,normal_no_fault,0xa2c60f68,680fc6a2,b88882a686b2c528b13c7bf4f8b27f63,0xa68288b8,0x28c5b286,0xf47b3cb1,0x637fb2f8,e8bd8382e0b78704,e8bd8382e0b78704,e8bd8382e0b78704,e8bd8382d807c406,0,,,0x8283bde8,0x0487b7e0,0x8283bde8,0x0487b7e0,0x8283bde8,0x06c407d8
16,16,-12,12,64,1,normal,normal_no_fault,0xfc81d166,66d181fc,a252af96a4dca276f49b9cd601d8f488,0x96af52a2,0x76a2dca4,0xd69c9bf4,0x88f4d801,660921fc620b29bc,660921fc620b29bc,660921fc620b29bc,660921fcc6c30d6a,0,,,0xfc210966,0xbc290b62,0xfc210966,0xbc290b62,0xfc210966,0x6a0dc3c6
17,17,-12,12,64,1,normal,normal_no_fault,0x8144e710,10e74481,08cf7eb8fb7a99f412ec813d5538418e,0xb87ecf08,0xf4997afb,0x3d81ec12,0x8e413855,41df4505024b8505,41df4505024b8505,41df4505024b8505,41df4505102b44b9,0,,,0x0545df41,0x05854b02,0x0545df41,0x05854b02,0x0545df41,0xb9442b10
18,18,-12,12,64,1,normal,normal_no_fault,0xfab84955,5549b8fa,60ce643bbc1aacf7fbaf6c659b85b0f4,0x3b64ce60,0xf7ac1abc,0x656caffb,0xf4b0859b,cd49180e8d49d08e,cd49180e8d49d08e,cd49180e8d49d08e,cd49180e35c7dcdb,0,,,0x0e1849cd,0x8ed0498d,0x0e1849cd,0x8ed0498d,0x0e1849cd,0xdbdcc735
19,19,-12,12,64,1,normal,normal_no_fault,0x4fb5f868,68f8b54f,e63917b518bb94fe5390b1d59d821f9c,0xb51739e6,0xfe94bb18,0xd5b19053,0x9c1f829d,707aa1d3be78239a,707aa1d3be78239a,707aa1d3be78239a,707aa1d32ae8a4da,0,,,0xd3a17a70,0x9a2378be,0xd3a17a70,0x9a2378be,0xd3a17a70,0xdaa4e82a
20,20,-12,12,64,1,normal,normal_no_fault,0x80b0b1ca,cab1b080,eac8ac91b5b412b6802f0a0bad75ef6c,0x91acc8ea,0xb612b4b5,0x0b0a2f80,0x6cef75ad,6f85b2a462dd1683,6f85b2a462dd1683,6f85b2a462dd1683,6f85b2a44ab9b881,0,,,0xa4b2856f,0x8316dd62,0xa4b2856f,0x8316dd62,0xa4b2856f,0x81b8b94a
21,21,-12,12,64,1,normal,normal_no_fault,0x8fd71be8,e81bd78f,d7f68277c5e45055d6759e219b3a1b3f,0x7782f6d7,0x5550e4c5,0x219e75d6,0x3f1b3a9b,693bc79a69394798,693bc79a69394798,693bc79a69394798,693bc79a3e6f55ae,0,,,0x9ac73b69,0x98473969,0x9ac73b69,0x98473969,0x9ac73b69,0xae556f3e
22,22,-12,12,64,1,normal,normal_no_fault,0xe65354e2,e25453e6,73d0ddd2b88def1b1e1bf2f2f4478941,0xd2ddd073,0x1bef8db8,0xf2f21b1e,0x418947f4,5251dae7980de866,5251dae7980de866,5251dae7980de866,5251dae7f0448334,0,,,0xe7da5152,0x66e80d98,0xe7da5152,0x66e80d98,0xe7da5152,0x348344f0
23,23,-12,12,64,1,normal,normal_no_fault,0xd50c0a4b,4b0a0cd5,4b2e4e5a5cef64dfcf1f8e4707713c81,0x5a4e2e4b,0xdf64ef5c,0x478e1fcf,0x813c7107,4f6b28544f2b0ad0,4f6b28544f2b0ad0,4f6b28544f2b0ad0,4f6b285400040297,0,,,0x54286b4f,0xd00a2b4f,0x54286b4f,0xd00a2b4f,0x54286b4f,0x97020400
24,24,-12,12,64,1,normal,normal_no_fault,0x31d3fc5a,5afcd331,b7f6cf0586fdf2a2375cf47770a02804,0x05cff6b7,0xa2f2fd86,0x77f45c37,0x0428a070,5a5cf3315b54ef12,5a5cf3315b54ef12,5a5cf3315b54ef12,5a5cf3316da81734,0,,,0x31f35c5a,0x12ef545b,0x31f35c5a,0x12ef545b,0x31f35c5a,0x3417a86d
25,25,-12,12,64,1,normal,normal_no_fault,0x6cf60a29,290af66c,538d446f30cf9c3aed1725fe129011cc,0x6f448d53,0x3a9ccf30,0xfe2517ed,0xcc119012,398ae6645a88f674,398ae6645a88f674,398ae6645a88f674,398ae664680ff202,0,,,0x64e68a39,0x74f6885a,0x64e68a39,0x74f6885a,0x64e68a39,0x02f20f68
26,26,-12,12,64,1,normal,normal_no_fault,0xd03ffaa5,a5fa3fd0,069273e90f1e7d4439a3651f05b11bef,0xe9739206,0x447d1e0f,0x1f65a339,0xef1bb105,a0ea2694a8ea2834,a0ea2694a8ea2834,a0ea2694a8ea2834,a0ea2694a5785ed9,0,,,0x9426eaa0,0x3428eaa8,0x9426eaa0,0x3428eaa8,0x9426eaa0,0xd95e78a5
27,27,-12,12,64,1,normal,normal_no_fault,0x8bc5bbe2,e2bbc58b,66d0b5195ba5b5d977a0fd8a95b5a312,0x19b5d066,0xd9b5a55b,0x8afda077,0x12a3b595,f31e649bd30b641b,f31e649bd30b641b,f31e649bd30b641b,f31e649b843b7083,0,,,0x9b641ef3,0x1b640bd3,0x9b641ef3,0x1b640bd3,0x9b641ef3,0x83703b84
28,28,-12,12,64,1,normal,normal_no_fault,0xe4a1870e,0e87a1e4,26494f417feb1a5ec3bf12bdcce5d893,0x414f4926,0x5e1aeb7f,0xbd12bfc3,0x93d8e5cc,4266b9f64b64f9f8,4266b9f64b64f9f8,4266b9f64b64f9f8,4266b9f60c8ea3e5,0,,,0xf6b96642,0xf8f9644b,0xf6b96642,0xf8f9644b,0xf6b96642,0xe5a38e0c
29,29,-12,12,64,1,normal,normal_no_fault,0x0310b945,45b91003,5e222149771b4d4ca00937b30432de3b,0x4921225e,0x4c4d1b77,0xb33709a0,0x3bde3204,41ab5c0b6192340b,41ab5c0b6192340b,41ab5c0b6192340b,41ab5c0b45b93102,0,,,0x0b5cab41,0x0b349261,0x0b5cab41,0x0b349261,0x0b5cab41,0x0231b945
30,30,-12,12,64,1,normal,normal_no_fault,0x43ec978c,8c97ec43,d21f6d36a6fed8ce38636596cacaad2e,0x366d1fd2,0xced8fea6,0x96656338,0x2eadcaca,0e5d644d7efce4f5,0e5d644d7efce4f5,0e5d644d7efce4f5,0e5d644d9c948955,0,,,0x4d645d0e,0xf5e4fc7e,0x4d645d0e,0xf5e4fc7e,0x4d645d0e,0x5589949c
31,31,-12,12,64,1,normal,normal_no_fault,0xce2cdb65,65db2cce,fcd6b3d964831ff73e42aad06634965a,0xd9b3d6fc,0xf71f8364,0xd0aa423e,0x5a963466,01db3a9c198f1696,01db3a9c198f1696,01db3a9c198f1696,01db3a9c59998e1e,0,,,0x9c3adb01,0x96168f19,0x9c3adb01,0x96168f19,0x9c3adb01,0x1e8e9959
32,32,-12,12,64,1,normal,normal_no_fault,0xa7c3dd85,85ddc3a7,b3e8ed6127fe791dc889797b36afb071,0x61ede8b3,0x1d79fe27,0x7b7989c8,0x71b0af36,a373f3b6377573be,a373f3b6377573be,a373f3b6377573be,a373f3b60555aac6,0,,,0xb6f373a3,0xbe737537,0xb6f373a3,0xbe737537,0xb6f373a3,0xc6aa5505
33,33,-12,12,64,1,normal,normal_no_fault,0xd48e6c56,566c8ed4,2581f51a7f2ce5f2de485562b3f70d9d,0x1af58125,0xf2e52c7f,0x625548de,0x9d0df7b3,65488b442de59bac,65488b442de59bac,65488b442de59bac,65488b44526cdbd6,0,,,0x448b4865,0xac9be52d,0x448b4865,0xac9be52d,0x448b4865,0xd6db6c52
34,34,-12,12,64,1,normal,normal_no_fault,0x4806c7ee,eec70648,640e95a0c2579563a79f4c9409ab9f91,0xa0950e64,0x639557c2,0x944c9fa7,0x919fab09,eec4934948d49348,eec4934948d49348,eec4934948d49348,eec49349cac902c8,0,,,0x4993c4ee,0x4893d448,0x4993c4ee,0x4893d448,0x4993c4ee,0xc802c9ca
35,35,-12,12,64,1,normal,normal_no_fault,0x70cf905f,5f90cf70,c61fdde94df0c7c7f98bde820e200a23,0xe9dd1fc6,0xc7c7f04d,0x82de8bf9,0x230a200e,53b0cd73d01bdd53,53b0cd73d01bdd53,53b0cd73d01bdd53,53b0cd739f9b13f0,0,,,0x73cdb053,0x53dd1bd0,0x73cdb053,0x53dd1bd0,0x73cdb053,0xf0139b9f
36,36,-12,12,64,1,normal,normal_no_fault,0x64f9d1fb,fbd1f964,8578d018eb6d5771ed64476adbb3bf00,0x18d07885,0x71576deb,0x6a4764ed,0x00bfb3db,30f0ee6416e56e0c,30f0ee6416e56e0c,30f0ee6416e56e0c,30f0ee647eb1b96c,0,,,0x64eef030,0x0c6ee516,0x64eef030,0x0c6ee516,0x64eef030,0x6cb9b17e
37,37,-12,12,64,1,normal,normal_no_fault,0x922d0d99,990d2d92,78a747eea9942d45ee3767200f2e1e3b,0xee47a778,0x452d94a9,0x206737ee,0x3b1e2e0f,9009219351184998,9009219351184998,9009219351184998,90092193f12a6ab2,0,,,0x93210990,0x98491851,0x93210990,0x98491851,0x93210990,0xb26a2af1
38,38,-12,12,64,1,normal,normal_no_fault,0x7fd78d5e,5e8dd77f,fef60afc8b61f5c9c21109a3aa26cc6a,0xfc0af6fe,0xc9f5618b,0xa30911c2,0x6acc26aa,d4ad1337b4bad636,d4ad1337b4bad636,d4ad1337b4bad636,d4ad13379c9ddfdf,0,,,0x3713add4,0x36d6bab4,0x3713add4,0x36d6bab4,0x3713add4,0xdfdf9d9c
39,39,-12,12,64,1,normal,normal_no_fault,0x8a7220b9,b920728a,5b6d5226fc6b17b0e54a26099c507218,0x26526d5b,0xb0176bfc,0x09264ae5,0x1872509c,2560609a0462248a,2560609a0462248a,2560609a0462248a,2560609af868708a,0,,,0x9a606025,0x8a246204,0x9a606025,0x8a246204,0x9a606025,0x8a7068f8
40,40,-12,12,64,1,normal,normal_no_fault,0xcb74f71a,1af774cb,72d23083cbe991965030eb1a7feac530,0x8330d272,0x9691e9cb,0x1aeb3050,0x30c5ea7f,511ff5db7805d5db,511ff5db7805d5db,511ff5db7805d5db,511ff5db4ae754c9,0,,,0xdbf51f51,0xdbd50578,0xdbf51f51,0xdbd50578,0xdbf51f51,0xc954e74a
41,41,-12,12,64,1,normal,normal_no_fault,0xac997edd,dd7e99ac,c6c7c94762e40af51c5994a4e843a79b,0x47c9c7c6,0xf50ae462,0xa494591c,0x9ba743e8,bd3e9b3d193c980f,bd3e9b3d193c980f,bd3e9b3d193c980f,bd3e9b3dd93f19a8,0,,,0x3d9b3ebd,0x0f983c19,0x3d9b3ebd,0x0f983c19,0x3d9b3ebd,0xa8193fd9
42,42,-12,12,64,1,normal,normal_no_fault,0xa5ce082d,2d08cea5,b577fcff97e782e9361263a810d03719,0xfffc77b5,0xe982e797,0xa8631236,0x1937d010,3dc8ccac1f4898bc,3dc8ccac1f4898bc,3dc8ccac1f4898bc,3dc8ccac191aae0d,0,,,0xacccc83d,0xbc98481f,0xacccc83d,0xbc98481f,0xacccc83d,0x0dae1a19
43,43,-12,12,64,1,normal,normal_no_fault,0x6bc58f88,888fc56b,09f5853e56f7f35cbf5826242721d219,0x3e85f509,0x5cf3f756,0x242658bf,0x19d22127,8eae177396ae6353,8eae177396ae6353,8eae177396ae6353,8eae177381dfc14f,0,,,0x7317ae8e,0x5363ae96,0x7317ae8e,0x5363ae96,0x7317ae8e,0x4fc1df81
44,44,-12,12,64,1,normal,normal_no_fault,0x49426ee3,e36e4249,432b5c113f3f048b43f9ea8ac2892726,0x115c2b43,0x8b043f3f,0x8aeaf943,0x262789c2,e167464be1770ec3,e167464be1770ec3,e167464be1770ec3,e167464ba0470a49,0,,,0x4b4667e1,0xc30e77e1,0x4b4667e1,0xc30e77e1,0x4b4667e1,0x490a47a0
45,45,-12,12,64,1,normal,normal_no_fault,0x980a6301,01630a98,1c044623d782ffe3a5ea24597b42c93f,0x2346041c,0xe3ff82d7,0x5924eaa5,0x3fc9427b,5261c3bb98e16afb,5261c3bb98e16afb,5261c3bb98e16afb,5261c3bb05630e99,0,,,0xbbc36152,0xfb6ae198,0xbbc36152,0xfb6ae198,0xbbc36152,0x990e6305
46,46,-12,12,64,1,normal,normal_no_fault,0x31506377,77635031,2bc516ea4312893de4eeb62ab82964d3,0xea16c52b,0x3d891243,0x2ab6eee4,0xd36429b8,776350203fa4c2f1,776350203fa4c2f1,776350203fa4c2f1,7763502057a7461b,0,,,0x20506377,0xf1c2a43f,0x20506377,0xf1c2a43f,0x20506377,0x1b46a757
47,47,-12,12,64,1,normal,normal_no_fault,0x3b5a182d,2d185a3b,8131f36bbc8741a7d263e3ef40f94b7e,0x6bf33181,0xa74187bc,0xefe363d2,0x7e4bf940,2d991b1d3d0bbb9d,2d991b1d3d0bbb9d,2d991b1d3d0bbb9d,2d991b1dad39b950,0,,,0x1d1b992d,0x9dbb0b3d,0x1d1b992d,0x9dbb0b3d,0x1d1b992d,0x50b939ad
48,48,-12,12,64,1,normal,normal_no_fault,0xb800ac03,03ac00b8,45b8f6234791c7d840f7e65cdc569804,0x23f6b845,0xd8c79147,0x5ce6f740,0x049856dc,47bc80b8479db0e0,47bc80b8479db0e0,47bc80b8479db0e0,47bc80b8431ce6b8,0,,,0xb880bc47,0xe0b09d47,0xb880bc47,0xe0b09d47,0xb880bc47,0xb8e61c43
49,49,-12,12,64,1,normal,normal_no_fault,0x09c50782,8207c509,d27cc5b488da658b1fc726fa365f1ac7,0xb4c57cd2,0x8b65da88,0xfa26c71f,0xc71a5f36,825dc58a8adde5b7,825dc58a8adde5b7,825dc58a8adde5b7,825dc58a9043c1b9,0,,,0x8ac55d82,0xb7e5dd8a,0x8ac55d82,0xb7e5dd8a,0x8ac55d82,0xb9c14390
50,50,-12,12,64,1,normal,normal_no_fault,0xcb36411d,1d4136cb,ce1b10b5d1188a3e9b5fd5ab4d761c6e,0xb5101bce,0x3e8a18d1,0xabd55f9b,0x6e1c764d,5c513ee54a50b664,5c513ee54a50b664,5c513ee54a50b664,5c513ee5975a266a,0,,,0xe53e515c,0x64b6504a,0xe53e515c,0x64b6504a,0xe53e515c,0x6a265a97
51,51,-12,12,64,1,normal,normal_no_fault,0x9f6ea959,59a96e9f,9a26bf406ff5b202512e8b4e0643a5e6,0x40bf269a,0x02b2f56f,0x4e8b2e51,0xe6a54306,5fe8ce9d0aa9c29d,5fe8ce9d0aa9c29d,5fe8ce9d0aa9c29d,5fe8ce9d498fe5df,0,,,0x9dcee85f,0x9dc2a90a,0x9dcee85f,0x9dc2a90a,0x9dcee85f,0xdfe58f49
52,52,-12,12,64,1,normal,normal_no_fault,0xf87c6d63,636d7cf8,90b7ad10f2d84b9c40f4b0fa7a6e717e,0x10adb790,0x9c4bd8f2,0xfab0f440,0x7e716e7a,11253de4332ffd60,11253de4332ffd60,11253de4332ffd60,11253de463d9dce8,0,,,0xe43d2511,0x60fd2f33,0xe43d2511,0x60fd2f33,0xe43d2511,0xe8dcd963
53,53,-12,12,64,1,normal,normal_no_fault,0x634e510a,0a514e63,845458dd15f8fc51a3230d545ac9f633,0xdd585484,0x51fcf815,0x540d23a3,0x33f6c95a,1a99ba728b311a76,1a99ba728b311a76,1a99ba728b311a76,1a99ba728a514637,0,,,0x72ba991a,0x761a318b,0x72ba991a,0x761a318b,0x72ba991a,0x3746518a
54,54,-12,12,64,1,normal,normal_no_fault,0x0faf9408,0894af0f,24ead868a18cd8df53e3c55623c6d6dd,0x68d8ea24,0xdfd88ca1,0x56c5e353,0xddd6c623,29107fd229347f51,29107fd229347f51,29107fd229347f51,29107fd208766f4f,0,,,0xd27f1029,0x517f3429,0xd27f1029,0x517f3429,0xd27f1029,0x4f6f7608
55,55,-12,12,64,1,normal,normal_no_fault,0x5e4cd37b,7bd34c5e,b03df48242420337f2c7181fb962cad9,0x82f43db0,0x37034242,0x1f18c7f2,0xd9ca62b9,7b914e4f39b49ccb,7b914e4f39b49ccb,7b914e4f39b49ccb,7b914e4fcbd65c5c,0,,,0x4f4e917b,0xcb9cb439,0x4f4e917b,0xcb9cb439,0x4f4e917b,0x5c5cd6cb
56,56,-12,12,64,1,normal,normal_no_fault,0xe9357926,267935e9,a4f94da4d7b7bf9139dd12c61e22975e,0xa44df9a4,0x91bfb7d7,0xc612dd39,0x5e97221e,305ba2f9131522e9,305ba2f9131522e9,305ba2f9131522e9,305ba2f906a0356d,0,,,0xf9a25b30,0xe9221513,0xf9a25b30,0xe9221513,0xf9a25b30,0x6d35a006
57,57,-12,12,64,1,normal,normal_no_fault,0x54e18917,1789e154,2aded594c7b6bf2df0f6b160c0b32384,0x94d5de2a,0x2dbfb6c7,0x60b1f6f0,0x8423b3c0,d73bc250f77bc0f0,d73bc250f77bc0f0,d73bc250f77bc0f0,d73bc250375f7054,0,,,0x50c23bd7,0xf0c07bf7,0x50c23bd7,0xf0c07bf7,0x50c23bd7,0x54705f37
58,58,-12,12,64,1,normal,normal_no_fault,0xa3809f53,539f80a3,cd697928e0eee9c2475f2854658c6ea3,0x287969cd,0xc2e9eee0,0x54285f47,0xa36e8c65,3313e8211390e8c3,3313e8211390e8c3,3313e8211390e8c3,3313e82116d6a8a3,0,,,0x21e81333,0xc3e89013,0x21e81333,0xc3e89013,0x21e81333,0xa3a8d616
59,59,-12,12,64,1,normal,normal_no_fault,0xb0fe6418,1864feb0,a990cd4465bcfe5687106271ec2ec42b,0x44cd90a9,0x56febc65,0x71621087,0x2bc42eec,7c483ab2346418a0,7c483ab2346418a0,7c483ab2346418a0,7c483ab29974bef0,0,,,0xb23a487c,0xa0186434,0xb23a487c,0xa0186434,0xb23a487c,0xf0be7499
60,60,-12,12,64,1,normal,normal_no_fault,0x2b495f8d,8d5f492b,6ea420e71a47a333297821d11f52cdfb,0xe720a46e,0x33a3471a,0xd1217829,0xfbcd521f,971dc818a33f4818,971dc818a33f4818,971dc818a33f4818,971dc818a57f69ea,0,,,0x18c81d97,0x18483fa3,0x18c81d97,0x18483fa3,0x18c81d97,0xea697fa5
