global_trial,setting_trial,width,offset,ext_offset,repeat,status,model_match,randomness_word_hex,randomness_bytes_hex,input_packet_hex,input_w0,input_w1,input_w2,input_w3,expected_hw_output,expected_sw_output,glitched_output,expected_fault_model_output,fault_byte_count,fault_byte_positions_0_indexed,xor_diffs_hex,expected_z0,expected_z1,glitched_z0,glitched_z1,model_fault_z0,model_fault_z1
61,61,-12,12,64,1,normal,normal_no_fault,0x3b5b93e6,e6935b3b,52ae193f4e407a4c9dec9b684e4655a7,0x3f19ae52,0x4c7a404e,0x689bec9d,0xa755464e,a8d30b3fb879497c,a8d30b3fb879497c,a8d30b3fb879497c,a8d30b3ff63f4213,0,,,0x3f0bd3a8,0x7c4979b8,0x3f0bd3a8,0x7c4979b8,0x3f0bd3a8,0x13423ff6
62,62,-12,12,64,1,normal,normal_no_fault,0x2bad115b,5b11ad2b,c38cf8d2365c6e343ef1669d1f2c171a,0xd2f88cc3,0x346e5c36,0x9d66f13e,0x1a172c1f,4d1dab3b6ccdbbbd,4d1dab3b6ccdbbbd,4d1dab3b6ccdbbbd,4d1dab3b5991cdbb,0,,,0x3bab1d4d,0xbdbbcd6c,0x3bab1d4d,0xbdbbcd6c,0x3bab1d4d,0xbbcd9159
63,63,-12,12,64,1,normal,normal_no_fault,0x9346f98e,8ef94693,a8ee2f30a545bcbc96e239f35a972341,0x302feea8,0xbcbc45a5,0xf339e296,0x4123975a,8efc669382dd7413,8efc669382dd7413,8efc669382dd7413,8efc66930e1b6fa3,0,,,0x9366fc8e,0x1374dd82,0x9366fc8e,0x1374dd82,0x9366fc8e,0xa36f1b0e
64,64,-12,12,64,1,normal,normal_no_fault,0x3ca73782,8237a73c,e54a1f7629347ae26c7547fad490eeb4,0x761f4ae5,0xe27a3429,0xfa47756c,0xb4ee90d4,8227cd9c0a43ec98,8227cd9c0a43ec98,8227cd9c0a43ec98,8227cd9ce677a04e,0,,,0x9ccd2782,0x98ec430a,0x9ccd2782,0x98ec430a,0x9ccd2782,0x4ea077e6
65,65,-12,12,64,1,normal,normal_no_fault,0xa7e81e3f,3f1ee8a7,14a4b0656510f9c5c71fd269ff9439f3,0x65b0a414,0xc5f91065,0x69d21fc7,0xf33994ff,5a0ed1666a8e98e6,5a0ed1666a8e98e6,5a0ed1666a8e98e6,5a0ed1663b1a78c6,0,,,0x66d10e5a,0xe6988e6a,0x66d10e5a,0xe6988e6a,0x66d10e5a,0xc6781a3b
66,66,-12,12,64,1,normal,normal_no_fault,0x8d04c0f7,f7c0048d,cf183952bd03dcd905fd147f9cc244f0,0x523918cf,0xd9dc03bd,0x7f14fd05,0xf044c29c,6bc2405d7bd900d6,6bc2405d7bd900d6,6bc2405d7bd900d6,6bc2405df2d814df,0,,,0x5d40c26b,0xd600d97b,0x5d40c26b,0xd600d97b,0x5d40c26b,0xdf14d8f2
67,67,-12,12,64,1,normal,normal_no_fault,0x2138037f,7f033821,b8bc86c0fae11bfbe48bc363942d146c,0xc086bcb8,0xfb1be1fa,0x63c38be4,0x6c142d94,ef222849af26bd42,ef222849af26bd42,ef222849af26bd42,ef222849df8bba61,0,,,0x492822ef,0x42bd26af,0x492822ef,0x42bd26af,0x492822ef,0x61ba8bdf
68,68,-12,12,64,1,normal,normal_no_fault,0xb643f23a,3af243b6,65da8d8e0a0b95a330c2f23975e2c3c1,0x8e8dda65,0xa3950b0a,0x39f2c230,0xc1c3e275,3af0c2377ff0d21f,3af0c2377ff0d21f,3af0c2377ff0d21f,3af0c2371a30c3be,0,,,0x37c2f03a,0x1fd2f07f,0x37c2f03a,0x1fd2f07f,0x37c2f03a,0xbec3301a
69,69,-12,12,64,1,normal,normal_no_fault,0x179d53b6,b6539d17,088786b570058b63025891db34cf92e4,0xb5868708,0x638b0570,0xdb915802,0xe492cf34,86561f77b6d41e61,86561f77b6d41e61,86561f77b6d41e61,86561f77b6531d86,0,,,0x771f5686,0x611ed4b6,0x771f5686,0x611ed4b6,0x771f5686,0x861d53b6
70,70,-12,12,64,1,normal,normal_no_fault,0x61a572c4,c472a561,433a252f5b9d437f4b0feb6d3a06bcc4,0x2f253a43,0x7f439d5b,0x6deb0f4b,0xc4bc063a,de76a525ce77e325,de76a525ce77e325,de76a525ce77e325,de76a5258778844c,0,,,0x25a576de,0x25e377ce,0x25a576de,0x25e377ce,0x25a576de,0x4c847887
71,71,-12,12,64,1,normal,normal_no_fault,0xda65ad0a,0aad65da,3e1fcfe4deacc17f98b87486633aba05,0xe4cf1f3e,0x7fc1acde,0x8674b898,0x05ba3a63,4885e5dfa807eb5c,4885e5dfa807eb5c,4885e5dfa807eb5c,4885e5df12b5215e,0,,,0xdfe58548,0x5ceb07a8,0xdfe58548,0x5ceb07a8,0xdfe58548,0x5e21b512
72,72,-12,12,64,1,normal,normal_no_fault,0x78d38d33,338dd378,18e7761d73e6a82d9803fa426dfa4ab1,0x1d76e718,0x2da8e673,0x42fa0398,0xb14afa6d,526fdb59336e4b69,526fdb59336e4b69,526fdb59336e4b69,526fdb592b8ea178,0,,,0x59db6f52,0x694b6e33,0x59db6f52,0x694b6e33,0x59db6f52,0x78a18e2b
73,73,-12,12,64,1,normal,normal_no_fault,0xda68f458,58f468da,c90f84577c22b56378f491fefd36c6ee,0x57840fc9,0x63b5227c,0xfe91f478,0xeec636fd,24d6ecb8a1d6fda8,24d6ecb8a1d6fda8,24d6ecb8a1d6fda8,24d6ecb810f0e88c,0,,,0xb8ecd624,0xa8fdd6a1,0xb8ecd624,0xa8fdd6a1,0xb8ecd624,0x8ce8f010
74,74,-12,12,64,1,normal,normal_no_fault,0xa943fa86,86fa43a9,aa9f6f6c1299c03c81f7347715b8427c,0x6c6f9faa,0x3cc09912,0x7734f781,0x7c42b815,9662039506642595,9662039506642595,9662039506642595,96620395066d67cd,0,,,0x95036296,0x95256406,0x95036296,0x95256406,0x95036296,0xcd676d06
75,75,-12,12,64,1,normal,normal_no_fault,0x42cefd21,21fdce42,9427bfe8e1307a6c7e49d663da2f0554,0xe8bf2794,0x6c7a30e1,0x63d6497e,0x54052fda,e1ddce06c5db0f02,e1ddce06c5db0f02,e1ddce06c5db0f02,e1ddce0635fc5822,0,,,0x06cedde1,0x020fdbc5,0x06cedde1,0x020fdbc5,0x06cedde1,0x2258fc35
76,76,-12,12,64,1,normal,normal_no_fault,0xff729d85,859d72ff,a72914f16df1e37788f902d454777def,0xf11429a7,0x77e3f16d,0xd402f988,0xef7d7754,c1ec13980964649a,c1ec13980964649a,c1ec13980964649a,c1ec139805b4722f,0,,,0x9813ecc1,0x9a646409,0x9813ecc1,0x9a646409,0x9813ecc1,0x2f72b405
77,77,-12,12,64,1,normal,normal_no_fault,0x56caa35f,5fa3ca56,66b0f4715b1131b5d332429f6a0e04d4,0x71f4b066,0xb531115b,0x9f4232d3,0xd4040e6a,15a3cac22c838e82,15a3cac22c838e82,15a3cac22c838e82,15a3cac21d938a47,0,,,0xc2caa315,0x828e832c,0xc2caa315,0x828e832c,0xc2caa315,0x478a931d
78,78,-12,12,64,1,normal,normal_no_fault,0x5328e919,19e92853,4b422536d4036c746cf80cb2579abdcc,0x3625424b,0x746c03d4,0xb20cf86c,0xccbd9a57,4deb041756ab0555,4deb041756ab0555,4deb041756ab0555,4deb041751a92c61,0,,,0x1704eb4d,0x5505ab56,0x1704eb4d,0x5505ab56,0x1704eb4d,0x612ca951
79,79,-12,12,64,1,normal,normal_no_fault,0x60038e6a,6a8e0360,89bfe48f44b0578a689931ad8dcb4a55,0x8fe4bf89,0x8a57b044,0xad319968,0x554acb8d,6e0e4160ab0c7260,6e0e4160ab0c7260,6e0e4160ab0c7260,6e0e4160621723ed,0,,,0x60410e6e,0x60720cab,0x60410e6e,0x60720cab,0x60410e6e,0xed231762
80,80,-12,12,64,1,normal,normal_no_fault,0xd1554d47,474d55d1,b919d59d05f1bfe717616ba4b36a199a,0x9dd519b9,0xe7bff105,0xa46b6117,0x9a196ab3,462d4c53e2252e69,462d4c53e2252e69,462d4c53e2252e69,462d4c53564c1455,0,,,0x534c2d46,0x692e25e2,0x534c2d46,0x692e25e2,0x534c2d46,0x55144c56
81,81,-12,12,64,1,normal,normal_no_fault,0xc7738afe,fe8a73c7,abf0a06f12816952a3fd83d9d3e7a432,0x6fa0f0ab,0x52698112,0xd983fda3,0x32a4e7d3,ec0b53d5dc1b52fc,ec0b53d5dc1b52fc,ec0b53d5dc1b52fc,ec0b53d55d7af38e,0,,,0xd5530bec,0xfc521bdc,0xd5530bec,0xfc521bdc,0xd5530bec,0x8ef37a5d
82,82,-12,12,64,1,normal,normal_no_fault,0xbdb853ea,ea53b8bd,cb30272231bc1e5343f1369d4aca495b,0x222730cb,0x531ebc31,0x9d36f143,0x5b49ca4a,eadbb0eee2d389ae,eadbb0eee2d389ae,eadbb0eee2d389ae,eadbb0eea9639ebd,0,,,0xeeb0dbea,0xae89d3e2,0xeeb0dbea,0xae89d3e2,0xeeb0dbea,0xbd9e63a9
83,83,-12,12,64,1,normal,normal_no_fault,0x011534a5,a5341501,7a4a795cb7bac211cc422c5b198f107c,0x5c794a7a,0x11c2bab7,0x5b2c42cc,0x7c108f19,b4be1511717e2d14,b4be1511717e2d14,b4be1511717e2d14,b4be1511ed763d59,0,,,0x1115beb4,0x142d7e71,0x1115beb4,0x142d7e71,0x1115beb4,0x593d76ed
84,84,-12,12,64,1,normal,normal_no_fault,0xa0facd8b,8bcdfaa0,79552c9534c9b6d3a917447f389d339a,0x952c5579,0xd3b6c934,0x7f4417a9,0x9a339d38,bb44c832baccda76,bb44c832baccda76,bb44c832baccda76,bb44c832a2d8feb5,0,,,0x32c844bb,0x76daccba,0x32c844bb,0x76daccba,0x32c844bb,0xb5fed8a2
85,85,-12,12,64,1,normal,normal_no_fault,0x473e3132,32313e47,5437cf667899f627893e2820a18e1888,0x66cf3754,0x27f69978,0x20283e89,0x88188ea1,12b92e473a191e47,12b92e473a191e47,12b92e473a191e47,12b92e4732073667,0,,,0x472eb912,0x471e193a,0x472eb912,0x471e193a,0x472eb912,0x67360732
86,86,-12,12,64,1,normal,normal_no_fault,0xf7e9236a,6a23e9f7,2c4da3e230804aba688966d5250be431,0xe2a34d2c,0xba4a8030,0xd5668968,0x31e40b25,4a23a9c746a32987,4a23a9c746a32987,4a23a9c746a32987,4a23a9c7422acb37,0,,,0xc7a9234a,0x8729a346,0xc7a9234a,0x8729a346,0xc7a9234a,0x37cb2a42
87,87,-12,12,64,1,normal,normal_no_fault,0x27c09e33,339ec027,4dd171c00edcf8bc32c717ea5213e100,0xc071d14d,0xbcf8dc0e,0xea17c732,0x00e11352,318e2027718aa04f,318e2027718aa04f,318e2027718aa04f,318e2027335fd1e7,0,,,0x27208e31,0x4fa08a71,0x27208e31,0x4fa08a71,0x27208e31,0xe7d15f33
88,88,-12,12,64,1,normal,normal_no_fault,0x35a883a6,a683a835,ab7593b6cbac19f2ab643532713d9f2e,0xb69375ab,0xf219accb,0x323564ab,0x2e9f3d71,e7afb117a7f63b13,e7afb117a7f63b13,e7afb117a7f63b13,e7afb1170de7b907,0,,,0x17b1afe7,0x133bf6a7,0x17b1afe7,0x133bf6a7,0x17b1afe7,0x07b9e70d
89,89,-12,12,64,1,normal,normal_no_fault,0x84ac1132,3211ac84,7aa03af39a7194a753081ae3230f8bf5,0xf33aa07a,0xa794719a,0xe31a0853,0xf58b0f23,30102c215011ac35,30102c215011ac35,30102c215011ac35,30102c216011b667,0,,,0x212c1030,0x35ac1150,0x212c1030,0x35ac1150,0x212c1030,0x67b61160
90,90,-12,12,64,1,normal,normal_no_fault,0x96038dfc,fc8d0396,3a8201178f504525a00c42c8f7478988,0x1701823a,0x2545508f,0xc8420ca0,0x888947f7,7bcd02966e8f4296,7bcd02966e8f4296,7bcd02966e8f4296,7bcd0296dc8d0396,0,,,0x9602cd7b,0x96428f6e,0x9602cd7b,0x96428f6e,0x9602cd7b,0x96038ddc
91,91,-12,12,64,1,normal,normal_no_fault,0xf0e8057c,7c05e8f0,2bc019cac92d04109e2b0d42dea55baa,0xca19c02b,0x10042dc9,0x420d2b9e,0xaa5ba5de,b420e8f0f4acfc38,b420e8f0f4acfc38,b420e8f0f4acfc38,b420e8f07605e1b2,0,,,0xf0e820b4,0x38fcacf4,0xf0e820b4,0x38fcacf4,0xf0e820b4,0xb2e10576
92,92,-12,12,64,1,normal,normal_no_fault,0x3af0c911,11c9f03a,5effa7427e880ce69d42840409e68777,0x42a7ff5e,0xe60c887e,0x0484429d,0x7787e609,1949f45c196df77c,1949f45c196df77c,1949f45c196df77c,1949f45c0d8b743a,0,,,0x5cf44919,0x7cf76d19,0x5cf44919,0x7cf76d19,0x5cf44919,0x3a748b0d
93,93,-12,12,64,1,normal,normal_no_fault,0x1adbe28c,8ce2db1a,be8f3f57bf20abea0b8d4360f4762d20,0x573f8fbe,0xeaab20bf,0x60438d0b,0x202d76f4,38c2f23a3969f63a,38c2f23a3969f63a,38c2f23a3969f63a,38c2f23a866fd85a,0,,,0x3af2c238,0x3af66939,0x3af2c238,0x3af66939,0x3af2c238,0x5ad86f86
94,94,-12,12,64,1,normal,normal_no_fault,0x75dc28b7,b728dc75,9e8307722ecdd856393a2e971c927ea8,0x7207839e,0x56d8cd2e,0x972e3a39,0xa87e921c,bba884759ba0d451,bba884759ba0d451,bba884759ba0d451,bba88475af2ada67,0,,,0x7584a8bb,0x51d4a09b,0x7584a8bb,0x51d4a09b,0x7584a8bb,0x67da2aaf
95,95,-12,12,64,1,normal,normal_no_fault,0x46f3826d,6d82f346,cd9b1e75202c24bd3e6a6745e26a4655,0x751e9bcd,0xbd242c20,0x45676a3e,0x55466ae2,4daaf75381aad753,4daaf75381aad753,4daaf75381aad753,4daaf7536188f503,0,,,0x53f7aa4d,0x53d7aa81,0x53f7aa4d,0x53d7aa81,0x53f7aa4d,0x03f58861
96,96,-12,12,64,1,normal,normal_no_fault,0x155f1e65,651e5f15,a9e464f0b253f7b92c5d479e8f2e2a3e,0xf064e4a9,0xb9f753b2,0x9e475d2c,0x3e2a2e8f,e71c7d2de42f7c2d,e71c7d2de42f7c2d,e71c7d2de42f7c2d,e71c7d2d4d5a1b85,0,,,0x2d7d1ce7,0x2d7c2fe4,0x2d7d1ce7,0x2d7c2fe4,0x2d7d1ce7,0x851b5a4d
97,97,-12,12,64,1,normal,normal_no_fault,0xd2f2e6be,bee6f2d2,df1147fdcbb9fe778bbad9f64815b67c,0xfd4711df,0x77feb9cb,0xf6d9ba8b,0x7cb61548,f6f744a6f65f6d2c,f6f744a6f65f6d2c,f6f744a6f65f6d2c,f6f744a635f6b326,0,,,0xa644f7f6,0x2c6d5ff6,0xa644f7f6,0x2c6d5ff6,0xa644f7f6,0x26b3f635
98,98,-12,12,64,1,normal,normal_no_fault,0xd09ce9b3,b3e99cd0,0137bbec7d0415267ad87be46f1685a5,0xecbb3701,0x2615047d,0xe47bd87a,0xa585166f,deed99f4caef37b4,deed99f4caef37b4,deed99f4caef37b4,deed99f4b3f9a734,0,,,0xf499edde,0xb437efca,0xf499edde,0xb437efca,0xf499edde,0x34a7f9b3
99,99,-12,12,64,1,normal,normal_no_fault,0x9d624fc0,c04f629d,a3a55c25ba5fefb639962ac21e2f2950,0x255ca5a3,0xb6ef5fba,0xc22a9639,0x50292f1e,da404b8ddbf8481f,da404b8ddbf8481f,da404b8ddbf8481f,da404b8de1cb6a9d,0,,,0x8d4b40da,0x1f48f8db,0x8d4b40da,0x1f48f8db,0x8d4b40da,0x9d6acbe1
100,100,-12,12,64,1,normal,normal_no_fault,0x418ee3df,dfe38e41,5ba0c7f46c41e3595e3708ba8078df73,0xf4c7a05b,0x59e3416c,0xba08375e,0x73df7880,dfa34d10c9e24999,dfa34d10c9e24999,dfa34d10c9e24999,dfa34d1085c38ef1,0,,,0x104da3df,0x9949e2c9,0x104da3df,0x9949e2c9,0x104da3df,0xf18ec385
101,1,-12,12,65,1,normal,normal_no_fault,0x1fc0684c,4c68c01f,3877137f55bf724de4dafd0db7adf382,0x7f137738,0x4d72bf55,0x0dfddae4,0x82f3adb7,59c5b21f1885b21d,59c5b21f1885b21d,59c5b21f1885b21d,59c5b21f6c3ad112,0,,,0x1fb2c559,0x1db28518,0x1fb2c559,0x1db28518,0x1fb2c559,0x12d13a6c
102,2,-12,12,65,1,normal,normal_no_fault,0x08febab6,b6bafe08,1166fa8946a237e4e34e89663c1cd958,0x89fa6611,0xe437a246,0x66894ee3,0x58d91c3c,b2baef48e5faaf64,b2baef48e5faaf64,b2baef48e5faaf64,b2baef48b7fc7608,0,,,0x48efbab2,0x64affae5,0x48efbab2,0x64affae5,0x48efbab2,0x0876fcb7
103,3,-12,12,65,1,normal,normal_no_fault,0x04c073d7,d773c004,d65114b5b4ad5f60c308f9abea8b27e2,0xb51451d6,0x605fadb4,0xabf908c3,0xe2278bea,77fac764577a8d25,77fac764577a8d25,77fac764577a8d25,77fac7641573d0a5,0,,,0x64c7fa77,0x258d7a57,0x64c7fa77,0x258d7a57,0x64c7fa77,0xa5d07315
104,4,-12,12,65,1,normal,normal_no_fault,0x2a8e4524,24458e2a,572e129fb0597ca14961a9804142190d,0x9f122e57,0xa17c59b0,0x80a96149,0x0d194241,2405962b2426b627,2405962b2426b627,2405962b2426b627,2405962b65658eaa,0,,,0x2b960524,0x27b62624,0x2b960524,0x27b62624,0x2b960524,0xaa8e6565
105,5,-12,12,65,1,normal,normal_no_fault,0x58728715,15877258,eccb2b3b5a11b9ff65ce03784e5d367b,0x3b2bcbec,0xffb9115a,0x7803ce65,0x7b365d4e,5f9642237d045223,5f9642237d045223,5f9642237d045223,5f964223714d7160,0,,,0x2342965f,0x2352047d,0x2342965f,0x2352047d,0x2342965f,0x60714d71
106,6,-12,12,65,1,normal,normal_no_fault,0xd2137c02,027c13d2,cbd08c7bc0f7ca2e19358e9fec9a9ae6,0x7b8cd0cb,0x2ecaf7c0,0x9f8e3519,0xe69a9aec,c2ee99f4c3c99da5,c2ee99f4c3c99da5,c2ee99f4c3c99da5,c2ee99f40b6c9fc9,0,,,0xf499eec2,0xa59dc9c3,0xf499eec2,0xa59dc9c3,0xf499eec2,0xc99f6c0b
107,7,-12,12,65,1,normal,normal_no_fault,0xc2d48da8,a88dd4c2,f84b84692f18d6cf743a3c9c7a25d7a9,0x69844bf8,0xcfd6182f,0x9c3c3a74,0xa9d7257a,828d024b849e406f,828d024b849e406f,828d024b849e406f,828d024bd887d0ca,0,,,0x4b028d82,0x6f409e84,0x4b028d82,0x6f409e84,0x4b028d82,0xcad087d8
108,8,-12,12,65,1,normal,normal_no_fault,0x09080774,74070809,5e03b13cc839869c34117ca12477b08f,0x3cb1035e,0x9c8639c8,0xa17c1134,0x8fb07724,7436888564148ca5,7436888564148ca5,7436888564148ca5,7436888560063829,0,,,0x85883674,0xa58c1464,0x85883674,0xa58c1464,0x85883674,0x29380660
109,9,-12,12,65,1,normal,normal_no_fault,0xfa3d9dd5,d59d3dfa,95e5b9cc6bfcef229762deca85380877,0xccb9e595,0x22effc6b,0xcade6297,0x77083885,d4a535d8c6bd6374,d4a535d8c6bd6374,d4a535d8c6bd6374,d4a535d840fda532,0,,,0xd835a5d4,0x7463bdc6,0xd835a5d4,0x7463bdc6,0xd835a5d4,0x32a5fd40
110,10,-12,12,65,1,normal,normal_no_fault,0x00e8455b,5b45e800,55ecb1cd195d882c8abaea1245424a01,0xcdb1ec55,0x2c885d19,0x12eaba8a,0x014a4245,5a05e00016b5c001,5a05e00016b5c001,5a05e00016b5c001,5a05e0005bed4800,0,,,0x00e0055a,0x01c0b516,0x00e0055a,0x01c0b516,0x00e0055a,0x0048ed5b
111,11,-12,12,65,1,normal,normal_no_fault,0xd7e401ad,ad01e4d7,fe1ca0247ed1f7e29e4dbebbf543b84b,0x24a01cfe,0xe2f7d17e,0xbbbe4d9e,0x4bb843f5,d9405495d94c5255,d9405495d94c5255,d9405495d94c5255,d9405495330d44f7,0,,,0x955440d9,0x55524cd9,0x955440d9,0x55524cd9,0x955440d9,0xf7440d33
112,12,-12,12,65,1,normal,normal_no_fault,0xb0b139b6,b639b1b0,9605f6ca724dde0995592fa25049b3e4,0xcaf60596,0x09de4d72,0xa22f5995,0xe4b34950,e67023b022702bf2,e67023b022702bf2,e67023b022702bf2,e67023b022389732,0,,,0xb02370e6,0xf22b7022,0xb02370e6,0xf22b7022,0xb02370e6,0x32973822
113,13,-12,12,65,1,normal,normal_no_fault,0x96b89442,4294b896,192111d31200306bffe0bb08135b2e19,0xd3112119,0x6b300012,0x08bbe0ff,0x192e5b13,5094989f58b5998f,5094989f58b5998f,5094989f58b5998f,5094989f5bb4a996,0,,,0x9f989450,0x8f99b558,0x9f989450,0x8f99b558,0x9f989450,0x96a9b45b
114,14,-12,12,65,1,normal,normal_no_fault,0xfb307a8e,8e7a30fb,d39d098be1a99c5d5dbacc730597757b,0x8b099dd3,0x5d9ca9e1,0x73ccba5d,0x7b759705,8ffb24a29fdfb5a2,8ffb24a29fdfb5a2,8ffb24a29fdfb5a2,8ffb24a2dfe238f8,0,,,0xa224fb8f,0xa2b5df9f,0xa224fb8f,0xa2b5df9f,0xa224fb8f,0xf838e2df
115,15,-12,12,65,1,normal,normal_no_fault,0x5d076cd5,d56c075d,574014e0c206b9184b0672fa047d1fa9,0xe0144057,0x18b906c2,0xfa72064b,0xa91f7d04,d5681e55d02a3305,d5681e55d02a3305,d5681e55d02a3305,d5681e55966c17bd,0,,,0x551e68d5,0x05332ad0,0x551e68d5,0x05332ad0,0x551e68d5,0xbd176c96
116,16,-12,12,65,1,normal,normal_no_fault,0x5ee4a39e,9ea3e45e,48a08f7fa0dfd94ba0b0cb88379b49a0,0x7f8fa048,0x4bd9dfa0,0x88cbb0a0,0xa0499b37,be38ad5e3e13af7e,be38ad5e3e13af7e,be38ad5e3e13af7e,be38ad5e9e036f56,0,,,0x5ead38be,0x7eaf133e,0x5ead38be,0x7eaf133e,0x5ead38be,0x566f039e
117,17,-12,12,65,1,normal,normal_no_fault,0xb2e3ab91,91abe3b2,f855b4e17aff512f83cad4f6ce50707b,0xe1b455f8,0x2f51ff7a,0xf6d4ca83,0x7b7050ce,dbfbb399db711715,dbfbb399db711715,dbfbb399db711715,dbfbb39911eb7752,0,,,0x99b3fbdb,0x151771db,0x99b3fbdb,0x151771db,0x99b3fbdb,0x5277eb11
118,18,-12,12,65,1,normal,normal_no_fault,0x04e29f42,429fe204,ba94086504a9b67b2e4562a49044755f,0x650894ba,0x7bb6a904,0xa462452e,0x5f754490,429fd65ffc9ec045,429fd65ffc9ec045,429fd65ffc9ec045,429fd65f689be220,0,,,0x5fd69f42,0x45c09efc,0x5fd69f42,0x45c09efc,0x5fd69f42,0x20e29b68
119,19,-12,12,65,1,normal,normal_no_fault,0x1e5d36c8,c8365d1e,95be432b091202479f94a374e1079c70,0x2b43be95,0x47021209,0x74a3949f,0x709c07e1,c9345d5ed5b45c5a,c9345d5ed5b45c5a,c9345d5ed5b45c5a,c9345d5e5da25e3e,0,,,0x5e5d34c9,0x5a5cb4d5,0x5e5d34c9,0x5a5cb4d5,0x5e5d34c9,0x3e5ea25d
120,20,-12,12,65,1,normal,normal_no_fault,0x67eb2879,7928eb67,a2a4fda8458e0ac22829fd6aa0dec491,0xa8fda4a2,0xc20a8e45,0x6afd2928,0x91c4dea0,79a6ebe7f984da8d,79a6ebe7f984da8d,79a6ebe7f984da8d,79a6ebe75908164f,0,,,0xe7eba679,0x8dda84f9,0xe7eba679,0x8dda84f9,0xe7eba679,0x4f160859
121,21,-12,12,65,1,normal,normal_no_fault,0xa44ab07b,7bb04aa4,efe48dd6eb9578b21a2b30233e0870f7,0xd68de4ef,0xb27895eb,0x23302b1a,0xf770083e,51b03a1655917a52,51b03a1655917a52,51b03a1655917a52,51b03a1671904aa6,0,,,0x163ab051,0x527a9155,0x163ab051,0x527a9155,0x163ab051,0xa64a9071
